geohash,Building Value ($),Land Value ($)
dhtxpkgp,136723.0,136950.0
dhtxpkgs,1980761.0,528000.0
dhtxpkgu,160683.0,128393.0
dhtxpkgv,128941.6,0.0
dhtxpkgx,928004.0,201300.0
dhtxpkgy,161177.0,0.0
dhtxpkgz,477242.0,103750.0
dhtxpkhj,189838.2857142857,48565.42857142857
dhtxpkht,885120.0,300000.0
dhtxpkj6,173225.0,339958.0
dhtxpkjc,2526233.0,584727.0
dhtxpkjd,97041.0,418148.0
dhtxpkjj,234471.77777777778,0.0
dhtxpkjm,204314.0,0.0
dhtxpkjt,162805.2,0.0
dhtxpkjv,0.0,533733.0
dhtxpkk1,75124.0,379053.0
dhtxpkk3,289989.0,475941.0
dhtxpkkd,414357.0,367154.0
dhtxpkkf,380698.0,339958.0
dhtxpkkk,96742.0,166910.0
dhtxpkkq,219777.0,237970.0
dhtxpkkr,1724549.0,339958.0
dhtxpkkt,0.0,339958.0
dhtxpkkv,57261.0,509968.0
dhtxpkm4,281039.0,339958.0
dhtxpkm6,112165.0,339958.0
dhtxpkmd,643304.0,339958.0
dhtxpkmf,311149.0,339958.0
dhtxpkmj,48202.0,339958.0
dhtxpkmm,197487.0,339958.0
dhtxpkmt,1454447.0,390951.5
dhtxpkmv,105767.0,339958.0
dhtxpkn5,126203.0,390950.0
dhtxpknc,276232.0,339958.0
dhtxpknf,351767.0,339958.0
dhtxpknh,404664.0,390950.0
dhtxpknm,45721.0,618723.0
dhtxpkp2,82612.0,128393.0
dhtxpkp3,329259.0,128393.0
dhtxpkp5,874228.0,339958.0
dhtxpkp6,134243.0,128393.0
dhtxpkp8,133633.0,128393.0
dhtxpkpc,405488.0,128393.0
dhtxpkpe,75146.0,166910.0
dhtxpkpf,200683.0,128393.0
dhtxpkph,0.0,339958.0
dhtxpkpm,1116026.0,339958.0
dhtxpkpq,273213.0,339958.0
dhtxpkpr,75624.0,339958.0
dhtxpkpt,124734.0,128393.0
dhtxpkpu,0.0,166910.0
dhtxpkpy,34656.0,128393.0
dhtxpkpz,91092.0,128393.0
dhtxpkq4,185699.0,390951.5
dhtxpkq6,169191.0,367154.0
dhtxpkqf,1732474.0,669716.0
dhtxpkqj,296022.0,339958.0
dhtxpkqm,696878.5,339958.0
dhtxpkqt,31608.0,509936.0
dhtxpkr9,145213.0,441945.0
dhtxpkrf,0.0,339958.0
dhtxpkrg,76569.0,339958.0
dhtxpkrh,438146.0,418148.0
dhtxpkrj,598970.0,635721.0
dhtxpkru,0.0,441945.0
dhtxpkrz,210387.0,322960.0
dhtxpks2,133007.0,339958.0
dhtxpks6,470921.0,237970.0
dhtxpksd,278506.0,288964.0
dhtxpksf,468739.5,339958.0
dhtxpksk,117212.0,128393.0
dhtxpksr,423222.0,441971.0
dhtxpkst,68045.0,339958.0
dhtxpksv,221782.5,339958.0
dhtxpkt4,61078.0,441945.0
dhtxpkt6,668611.0,339958.0
dhtxpktd,0.0,339958.0
dhtxpktf,620786.0,390951.5
dhtxpktj,102965.0,339958.0
dhtxpktm,171018.0,339958.0
dhtxpktt,228583.0,339958.0
dhtxpktv,150478.0,339958.0
dhtxpku2,198723.0,339958.0
dhtxpku6,94867.0,166910.0
dhtxpkud,114768.0,339958.0
dhtxpkuf,1146946.0,390950.0
dhtxpkum,176481.0,166910.0
dhtxpkuq,729001.0,339958.0
dhtxpkut,139062.0,339958.0
dhtxpkuv,0.0,441945.0
dhtxpkv4,608715.0,379053.0
dhtxpkv6,121357.0,418148.0
dhtxpkvc,244865.0,635721.0
dhtxpkvg,143756.0,418148.0
dhtxpkvj,102790.0,441945.0
dhtxpkvm,667642.0,441926.0
dhtxpkvt,124609.0,407949.5
dhtxpkw4,159863.0,339958.0
dhtxpkw6,237276.0,339958.0
dhtxpkwd,141219.0,339958.0
dhtxpkwf,272285.5,339958.0
dhtxpkwj,176827.5,339958.0
dhtxpkwm,274579.0,237970.0
dhtxpkwv,172595.0,134812.0
dhtxpkwx,596007.0,526945.0
dhtxpkx3,46998.0,339958.0
dhtxpkx4,182372.0,339958.0
dhtxpkx6,299781.0,339958.0
dhtxpkx8,153540.0,339958.0
dhtxpkxb,178705.0,339958.0
dhtxpkxf,31802.0,339958.0
dhtxpkxg,132427.0,237970.0
dhtxpkxj,143822.0,128393.0
dhtxpkxm,41711.0,141232.0
dhtxpkxn,18191.0,128393.0
dhtxpkxq,0.0,134812.0
dhtxpkxr,177720.0,128393.0
dhtxpkxs,160045.0,128393.0
dhtxpkxv,0.0,339958.0
dhtxpkxx,158522.0,128393.0
dhtxpkxy,213554.0,339958.0
dhtxpkyb,91915.0,339958.0
dhtxpkyc,422524.0,339958.0
dhtxpkyh,67256.0,418148.0
dhtxpkyj,192573.0,652718.0
dhtxpkz2,97580.0,128393.0
dhtxpkz3,177483.0,128393.0
dhtxpkz4,293717.0,339958.0
dhtxpkz5,177073.0,339958.0
dhtxpkz8,281719.0,128393.0
dhtxpkzc,166361.0,128393.0
dhtxpkzd,116180.0,128393.0
dhtxpkzf,149069.0,128393.0
dhtxpkzg,26122.0,128393.0
dhtxpkzh,227412.0,339958.0
dhtxpkzm,0.0,339958.0
dhtxpkzq,489422.0,339958.0
dhtxpkzs,199117.0,128393.0
dhtxpkzv,103355.0,128393.0
dhtxpkzx,116253.0,339958.0
dhtxpkzy,116055.0,128393.0
dhtxpkzz,0.0,128393.0
dhtxpm04,92048.5,108205.0
dhtxpm06,155774.0,108205.0
dhtxpm0d,87702.5,108205.0
dhtxpm0f,113238.0,108205.0
dhtxpm0h,115037.5,108205.0
dhtxpm0k,180733.0,108205.0
dhtxpm0p,43874.5,108205.0
dhtxpm0r,87576.0,108205.0
dhtxpm0s,106621.5,108205.0
dhtxpm0u,59825.0,108205.0
dhtxpm0x,124048.5,108205.0
dhtxpm0z,105553.0,108205.0
dhtxpm14,96630.0,108205.0
dhtxpm16,121964.0,108205.0
dhtxpm1d,97073.0,108205.0
dhtxpm1f,58822.0,113615.0
dhtxpm1h,217885.5,108205.0
dhtxpm1k,82821.0,108205.0
dhtxpm1p,54506.0,108205.0
dhtxpm1r,80516.5,108205.0
dhtxpm1s,194723.0,108205.0
dhtxpm1u,129620.0,119026.0
dhtxpm1x,40250.0,108205.0
dhtxpm1z,115849.0,113615.0
dhtxpm21,83746.0,108205.0
dhtxpm23,86425.0,108205.0
dhtxpm29,71181.0,108205.0
dhtxpm2c,184994.0,108205.0
dhtxpm2h,47352.0,162308.0
dhtxpm2k,93051.0,108205.0
dhtxpm2p,122091.0,140667.0
dhtxpm2q,125408.0,159061.0
dhtxpm2s,56651.0,108205.0
dhtxpm2u,100641.0,108205.0
dhtxpm2w,145045.0,108205.0
dhtxpm2y,199134.0,140667.0
dhtxpm31,63725.0,108205.0
dhtxpm33,103487.0,140667.0
dhtxpm3c,1518008.0,795633.0
dhtxpm3h,26031.0,108205.0
dhtxpm3k,141973.0,108205.0
dhtxpm3n,313594.0,140667.0
dhtxpm3q,82635.5,108205.0
dhtxpm3s,137883.0,108205.0
dhtxpm3u,112509.0,108205.0
dhtxpm3w,106029.0,108205.0
dhtxpm3y,88596.0,113615.0
dhtxpm45,0.0,619420.0
dhtxpm4g,121861.5,128393.0
dhtxpm4s,0.0,569510.0
dhtxpm4w,110561.0,128393.0
dhtxpm4y,134272.0,134812.0
dhtxpm54,0.0,228690.0
dhtxpm55,133717.0,128393.0
dhtxpm57,33438.0,128393.0
dhtxpm5e,96266.0,128393.0
dhtxpm5g,828929.0,185000.0
dhtxpm5n,46399.0,128393.0
dhtxpm5q,127393.0,166910.0
dhtxpm5r,420246.0,128393.0
dhtxpm5v,165036.0,128393.0
dhtxpm5w,182810.0,128393.0
dhtxpm5x,204273.0,128393.0
dhtxpm68,681117.0,383259.0
dhtxpm6b,578634.0,166906.0
dhtxpm6h,231538.0,309375.0
dhtxpm6n,205961.0,108205.0
dhtxpm6t,771631.0,423105.0
dhtxpm6u,361206.5,0.0
dhtxpm6x,445084.0,150000.0
dhtxpm70,203864.0,128393.0
dhtxpm77,78586.0,339958.0
dhtxpm7c,135682.0,196441.0
dhtxpm7h,433431.6,0.0
dhtxpm7k,130439.0,339958.0
dhtxpm7s,111648.0,339958.0
dhtxpm7u,21229.0,441945.0
dhtxpm83,171450.0,140667.0
dhtxpm86,91122.0,108205.0
dhtxpm88,40434.0,124436.0
dhtxpm89,179509.0,108205.0
dhtxpm8c,290377.0,108205.0
dhtxpm8d,103599.0,140667.0
dhtxpm8g,32034.0,108205.0
dhtxpm8k,127126.0,108205.0
dhtxpm8v,35187.0,162308.0
dhtxpm8w,196473.0,113615.0
dhtxpm8x,178942.0,108205.0
dhtxpm8z,48324.0,124436.0
dhtxpm91,120594.0,108205.0
dhtxpm93,131141.0,108205.0
dhtxpm95,177953.0,108205.0
dhtxpm97,41035.5,108205.0
dhtxpm99,126405.0,108205.0
dhtxpm9c,95862.0,140667.0
dhtxpm9e,14180.0,108205.0
dhtxpm9g,117493.0,143913.0
dhtxpm9j,83516.0,108205.0
dhtxpm9m,47690.0,108205.0
dhtxpm9p,91353.0,32000.0
dhtxpm9r,320810.0,162308.0
dhtxpm9t,127465.0,108205.0
dhtxpm9v,0.0,126500.0
dhtxpm9x,55768.0,108205.0
dhtxpm9z,67165.0,140667.0
dhtxpmbb,174937.0,113615.0
dhtxpmbn,2186207.0,816064.0
dhtxpmct,6964198.0,2320877.0
dhtxpmd0,258711.0,159375.0
dhtxpmd4,356551.0,150000.0
dhtxpmd5,391647.0,157440.0
dhtxpmd9,0.0,271875.0
dhtxpmdn,2610695.0,465000.0
dhtxpmdv,138240.0,0.0
dhtxpmdw,1415618.0,772410.0
dhtxpme1,467323.86666666664,0.0
dhtxpme8,0.0,0.0
dhtxpme9,458095.0,0.0
dhtxpmec,146718.0,339958.0
dhtxpmej,96200.0,0.0
dhtxpmem,231418.75,0.0
dhtxpmet,0.0,0.0
dhtxpmev,242724.25,0.0
dhtxpmf7,573021.0,469665.0
dhtxpmff,358835.0,170100.0
dhtxpmfv,431958.0,238140.0
dhtxpmg4,0.0,475941.0
dhtxpmg6,211607.0,339958.0
dhtxpmgd,79681.0,390951.5
dhtxpmgf,118573.0,339958.0
dhtxpmgj,65303.0,339958.0
dhtxpmgm,112373.0,339958.0
dhtxpmgt,83130.0,339958.0
dhtxpmgv,156890.0,339958.0
dhtxpmh2,609898.0,339958.0
dhtxpmh3,348862.0,237970.0
dhtxpmh6,146988.0,128393.0
dhtxpmhd,239419.0,458943.0
dhtxpmhf,83573.0,339958.0
dhtxpmhm,1049605.0,305962.0
dhtxpmhp,109110.0,367154.0
dhtxpmht,31669.0,441945.0
dhtxpmhv,71380.0,339958.0
dhtxpmj4,106032.0,339958.0
dhtxpmj6,199699.5,339958.0
dhtxpmjd,260885.0,339958.0
dhtxpmjf,161659.0,339958.0
dhtxpmjj,104665.0,339958.0
dhtxpmjm,443852.0,339958.0
dhtxpmjt,564410.0,339958.0
dhtxpmjv,123382.0,237970.0
dhtxpmk1,182674.0,237970.0
dhtxpmk3,514870.0,339958.0
dhtxpmk9,766299.0,339958.0
dhtxpmkc,207916.0,339958.0
dhtxpmkh,112562.0,339958.0
dhtxpmkk,364220.0,339958.0
dhtxpmks,83101.0,339958.0
dhtxpmku,108884.0,339958.0
dhtxpmm3,200291.0,741114.0
dhtxpmmd,680325.0,509936.0
dhtxpmmh,113944.0,509936.0
dhtxpmms,46148.0,618723.0
dhtxpmn4,203905.0,339958.0
dhtxpmn6,200074.0,339958.0
dhtxpmnd,0.0,339958.0
dhtxpmnf,1579799.0,567729.0
dhtxpmnk,140666.0,128393.0
dhtxpmnp,2227161.0,475941.0
dhtxpmnq,154123.0,128393.0
dhtxpmns,29374.0,141232.0
dhtxpmnw,98955.0,134812.0
dhtxpmnx,142541.0,128393.0
dhtxpmnz,70983.0,134812.0
dhtxpmp5,0.0,441945.0
dhtxpmp8,45249.0,339958.0
dhtxpmpf,223851.0,339958.0
dhtxpmpg,180535.0,628921.0
dhtxpmpj,62739.0,339958.0
dhtxpmpn,217473.0,339958.0
dhtxpmpr,233455.0,339958.0
dhtxpmq0,218980.0,339958.0
dhtxpmq3,221395.0,441972.0
dhtxpmq8,177666.0,128393.0
dhtxpmqb,361471.0,134812.0
dhtxpmqc,104648.0,134812.0
dhtxpmqk,46661.0,645919.0
dhtxpmqs,1135628.0,492938.0
dhtxpmqu,110444.0,390950.0
dhtxpmr1,74177.0,141232.0
dhtxpmr2,194095.0,339958.0
dhtxpmr9,1259273.0,339958.0
dhtxpmrg,1433877.0,618723.0
dhtxpmrh,73482.0,390950.0
dhtxpmrk,10.0,390950.0
dhtxpmrs,915676.0,390950.0
dhtxpms1,323999.0,0.0
dhtxpms3,460289.55555555556,0.0
dhtxpms9,319457.0,0.0
dhtxpmsc,217722.25,0.0
dhtxpmsj,213280.625,0.0
dhtxpmsm,0.0,0.0
dhtxpmst,229188.875,0.0
dhtxpmsu,411704.6666666667,0.0
dhtxpmsv,0.0,0.0
dhtxpmt3,213516.5,0.0
dhtxpmt9,0.0,0.0
dhtxpmtj,457565.0,441945.0
dhtxpmtt,228784.83333333334,0.0
dhtxpmtv,0.0,0.0
dhtxpmu4,191257.0,339958.0
dhtxpmu6,131424.5,339958.0
dhtxpmud,190280.0,339958.0
dhtxpmuf,207423.5,339958.0
dhtxpmuj,257005.0,339958.0
dhtxpmum,165891.0,339958.0
dhtxpmut,192175.5,339958.0
dhtxpmuv,274266.0,339958.0
dhtxpmv4,27583.0,339958.0
dhtxpmv6,76624.0,441945.0
dhtxpmv9,120545.0,594926.0
dhtxpmve,285789.0,390950.0
dhtxpmvj,199433.0,339958.0
dhtxpmvm,302531.0,441945.0
dhtxpmvt,337299.0,622122.0
dhtxpmw0,213516.5,0.0
dhtxpmw9,219761.25,0.0
dhtxpmwc,234403.0,339958.0
dhtxpmwj,228367.66666666666,0.0
dhtxpmwt,0.0,441936.0
dhtxpmwv,250824.0,134812.0
dhtxpmwx,253052.0,0.0
dhtxpmx1,216060.3076923077,0.0
dhtxpmx9,308758.55555555556,0.0
dhtxpmxc,181180.0,0.0
dhtxpmxh,204332.0,128393.0
dhtxpmxk,129787.0,128393.0
dhtxpmxn,0.0,192574.0
dhtxpmxq,387306.0,69600.0
dhtxpmxv,0.0,237970.0
dhtxpmxy,223960.5,0.0
dhtxpmxz,175030.6,0.0
dhtxpmy3,249097.0,0.0
dhtxpmy7,202265.75,0.0
dhtxpmy8,0.0,0.0
dhtxpmyf,0.0,166910.0
dhtxpmyk,0.0,0.0
dhtxpmym,204667.3,0.0
dhtxpmyv,0.0,441945.0
dhtxpmz0,183850.0,128396.0
dhtxpmz2,329730.0,128393.0
dhtxpmz3,262265.0,128397.0
dhtxpmz4,128877.33333333333,0.0
dhtxpmz8,149879.0,643410.0
dhtxpmzd,255611.0,339958.0
dhtxpmzj,203651.5,0.0
dhtxpmzm,149432.85714285713,0.0
dhtxpmzt,174822.83333333334,0.0
dhtxpn01,177389.0,118703.0
dhtxpn03,217467.0,118703.0
dhtxpn06,324663.0,118703.0
dhtxpn0d,238510.0,118703.0
dhtxpn0f,288916.0,118703.0
dhtxpn10,127200.0,113615.0
dhtxpn12,88243.0,151487.0
dhtxpn15,216219.0,124638.0
dhtxpn17,0.0,151487.0
dhtxpn19,295400.0,108205.0
dhtxpn1c,164084.0,108205.0
dhtxpn1j,36430.0,162622.0
dhtxpn1p,75224.0,124638.0
dhtxpn1s,115243.0,135256.0
dhtxpn1t,55080.0,119026.0
dhtxpn1u,122875.0,135256.0
dhtxpn1x,177527.0,124436.0
dhtxpn1y,117838.0,124436.0
dhtxpn31,297990.0,162622.0
dhtxpn36,230570.0,124638.0
dhtxpn38,112451.0,124436.0
dhtxpn3b,95053.0,140667.0
dhtxpn3c,35434.0,140667.0
dhtxpn3d,30647.0,129846.0
dhtxpn3g,129314.0,135256.0
dhtxpn3k,203907.0,136508.0
dhtxpn3p,186170.0,118703.0
dhtxpn3q,211691.0,118703.0
dhtxpn3r,229831.0,118703.0
dhtxpn3t,190220.0,140667.0
dhtxpn3v,195281.0,113615.0
dhtxpn3z,143498.0,140667.0
dhtxpn40,190622.0,108205.0
dhtxpn42,139068.0,108205.0
dhtxpn44,86985.0,108205.0
dhtxpn46,205435.0,108205.0
dhtxpn49,104714.0,108205.0
dhtxpn4e,162475.0,143913.0
dhtxpn4f,154899.0,108205.0
dhtxpn4g,101750.0,108205.0
dhtxpn4m,127533.0,140667.0
dhtxpn4p,153422.0,108205.0
dhtxpn4u,195368.0,108205.0
dhtxpn4v,118524.0,108205.0
dhtxpn4w,232176.0,162308.0
dhtxpn50,8977.0,113615.0
dhtxpn53,124441.0,113615.0
dhtxpn55,97017.0,108205.0
dhtxpn58,64815.0,108205.0
dhtxpn5c,49603.0,369512.0
dhtxpn5d,208368.0,198967.0
dhtxpn5m,147107.0,108205.0
dhtxpn5n,56494.0,108205.0
dhtxpn5q,187077.0,108205.0
dhtxpn5r,265752.0,108205.0
dhtxpn5u,47174.0,306979.0
dhtxpn5v,238740.0,306979.0
dhtxpn5z,306960.0,306979.0
dhtxpn62,106156.0,140667.0
dhtxpn65,93044.0,162308.0
dhtxpn68,50571.0,124436.0
dhtxpn69,134567.0,140667.0
dhtxpn6c,62904.0,124436.0
dhtxpn6e,85523.0,140667.0
dhtxpn6g,195098.0,140667.0
dhtxpn6j,149679.0,108205.0
dhtxpn6p,146745.0,108205.0
dhtxpn6t,65444.0,108205.0
dhtxpn6v,78731.0,108205.0
dhtxpn6x,213342.0,108205.0
dhtxpn6z,183595.0,108205.0
dhtxpn70,109570.0,108205.0
dhtxpn73,81097.0,108205.0
dhtxpn77,158391.0,140667.0
dhtxpn78,101203.0,108205.0
dhtxpn7d,74195.0,108205.0
dhtxpn7e,0.0,108205.0
dhtxpn7m,165184.0,108205.0
dhtxpn7r,213909.0,108205.0
dhtxpn7t,53026.0,108205.0
dhtxpn7x,172888.0,108205.0
dhtxpn8b,238314.0,118703.0
dhtxpn8c,226943.0,118703.0
dhtxpn8d,305827.0,118703.0
dhtxpn8e,263235.0,118703.0
dhtxpn8j,200821.0,118703.0
dhtxpn8k,253193.5,118703.0
dhtxpn8n,255987.0,108205.0
dhtxpn8t,126979.0,140667.0
dhtxpn8u,85652.0,108205.0
dhtxpn8x,182482.0,108205.0
dhtxpn8z,194085.0,108205.0
dhtxpn93,123115.0,108205.0
dhtxpn95,105849.0,108205.0
dhtxpn96,58228.0,108205.0
dhtxpn98,193846.0,108205.0
dhtxpn9b,226746.0,119026.0
dhtxpn9e,158675.5,108205.0
dhtxpn9f,152264.0,108205.0
dhtxpn9h,117279.0,108205.0
dhtxpn9j,254730.0,108205.0
dhtxpn9k,179515.0,108205.0
dhtxpn9n,221957.0,108205.0
dhtxpn9v,135543.0,108205.0
dhtxpn9w,74978.0,108205.0
dhtxpn9x,128633.0,108205.0
dhtxpn9z,188443.0,108205.0
dhtxpnb1,169404.0,108205.0
dhtxpnb2,176938.0,108205.0
dhtxpnb4,152604.0,108205.0
dhtxpnb7,180379.0,143913.0
dhtxpnb9,56225.0,108205.0
dhtxpnbb,183100.0,140667.0
dhtxpnbf,201007.0,108205.0
dhtxpnbg,197787.0,108205.0
dhtxpnbh,144555.0,140667.0
dhtxpnbm,176380.0,113615.0
dhtxpnbp,116709.0,129846.0
dhtxpnbr,166083.0,108205.0
dhtxpnbu,85269.0,108205.0
dhtxpnbv,120461.0,108205.0
dhtxpnbw,140266.0,113615.0
dhtxpnbz,145268.0,113615.0
dhtxpnc0,100708.0,108205.0
dhtxpnc1,170247.0,108205.0
dhtxpnc2,134347.0,108205.0
dhtxpnc5,186675.0,108205.0
dhtxpnc6,103270.0,108205.0
dhtxpnc9,165107.0,108205.0
dhtxpncb,199554.0,108205.0
dhtxpncg,0.0,148241.0
dhtxpnch,58389.0,108205.0
dhtxpncq,129521.0,108205.0
dhtxpncr,155749.0,108205.0
dhtxpncs,235536.0,113615.0
dhtxpnct,57805.0,108205.0
dhtxpncx,111337.0,140667.0
dhtxpncy,147621.0,108205.0
dhtxpnd0,133695.0,140667.0
dhtxpnd1,93951.0,140667.0
dhtxpnd7,142139.5,124436.0
dhtxpnd8,170362.0,108205.0
dhtxpnd9,169857.0,108205.0
dhtxpndb,191645.0,108205.0
dhtxpndc,203659.0,108205.0
dhtxpnde,175022.0,108205.0
dhtxpndf,150769.0,108205.0
dhtxpndh,162386.0,108205.0
dhtxpndm,60151.0,108205.0
dhtxpndn,144821.0,108205.0
dhtxpnds,329232.0,140667.0
dhtxpndx,131704.0,108205.0
dhtxpndy,150730.0,108205.0
dhtxpndz,168679.0,108205.0
dhtxpne2,223832.0,108205.0
dhtxpne3,131953.0,108205.0
dhtxpne4,211229.0,108205.0
dhtxpne8,173854.0,108205.0
dhtxpne9,150044.0,108205.0
dhtxpned,169428.0,140667.0
dhtxpneh,164743.0,108205.0
dhtxpnej,140995.0,108205.0
dhtxpnem,194842.0,140667.0
dhtxpnep,78326.0,124436.0
dhtxpneq,90885.0,140667.0
dhtxpnes,225558.0,148241.0
dhtxpnez,0.0,0.0
dhtxpnf1,166773.0,108205.0
dhtxpnf2,114048.0,140667.0
dhtxpnf3,121090.0,108205.0
dhtxpnf5,104993.0,108205.0
dhtxpnf7,292530.0,140667.0
dhtxpnfb,246656.0,148241.0
dhtxpnfc,69198.0,108205.0
dhtxpnfd,97886.0,108205.0
dhtxpnfh,138088.0,108205.0
dhtxpnfr,571327.0,111360.0
dhtxpnfv,165425.91666666666,0.0
dhtxpnfz,282867.0,284236.0
dhtxpngb,144209.625,0.0
dhtxpngd,0.0,151487.0
dhtxpngf,339719.0,108206.0
dhtxpngg,217742.0,108205.0
dhtxpngh,183937.0,151487.0
dhtxpngr,156069.5625,0.0
dhtxpngs,330518.0,108205.0
dhtxpngy,470359.0,83520.0
dhtxpnh0,143860.0,284240.0
dhtxpnh6,651043.0,446257.0
dhtxpnh9,107007.0,284240.0
dhtxpnhb,98450.0,284240.0
dhtxpnhk,25275.0,426360.0
dhtxpnht,73156.0,284240.0
dhtxpnhx,158126.0,284240.0
dhtxpnhy,1707710.0,351500.0
dhtxpnj2,262980.0,284240.0
dhtxpnj4,0.0,140667.0
dhtxpnj5,253286.0,108205.0
dhtxpnjd,243303.0,284240.0
dhtxpnje,309491.0,284254.0
dhtxpnjj,146278.0,108205.0
dhtxpnjq,326018.0,140667.0
dhtxpnjs,303848.0,284242.0
dhtxpnjw,260401.0,369512.0
dhtxpnk0,244128.0,383724.0
dhtxpnk5,142575.58333333334,0.0
dhtxpnk8,84856.0,284240.0
dhtxpnke,141097.0,0.0
dhtxpnkf,299260.0,0.0
dhtxpnkg,86532.0,0.0
dhtxpnkj,184048.0,0.0
dhtxpnkq,0.0,0.0
dhtxpnkw,175793.0,0.0
dhtxpnky,242025.33333333334,0.0
dhtxpnm2,237017.0,119026.0
dhtxpnm5,234030.0,284240.0
dhtxpnm7,233491.0,0.0
dhtxpnm8,174276.75,0.0
dhtxpnmc,0.0,0.0
dhtxpnmf,169442.375,0.0
dhtxpnmn,232648.0,284240.0
dhtxpnmq,131862.0,369506.0
dhtxpnmz,178382.36363636365,0.0
dhtxpnn3,209829.0,0.0
dhtxpnn7,0.0,0.0
dhtxpnnf,246185.0,140667.0
dhtxpnng,205477.0,135256.0
dhtxpnnm,212302.0,0.0
dhtxpnnw,69287.0,534371.0
dhtxpnny,269746.0,284240.0
dhtxpnp1,448700.0,83520.0
dhtxpnp3,661290.0,154733.0
dhtxpnp5,292360.0,148240.0
dhtxpnp7,198315.0,108205.0
dhtxpnp9,530089.0,108205.0
dhtxpnpc,505389.0,108205.0
dhtxpnpe,164477.0,108205.0
dhtxpnpg,176324.0,108205.0
dhtxpnpn,256838.0,295611.5
dhtxpnpq,123805.0,284240.0
dhtxpnpw,143083.0,284240.0
dhtxpnpy,135910.5,284240.0
dhtxpnqd,159515.2142857143,0.0
dhtxpnqs,153953.0,326875.0
dhtxpnqu,120660.0,108205.0
dhtxpnqw,237074.0,284240.0
dhtxpnqx,339283.0,284240.0
dhtxpnqy,99751.0,108205.0
dhtxpnqz,156225.0,108205.0
dhtxpnr4,105680.75,0.0
dhtxpnr6,121893.0,0.0
dhtxpnrd,139071.0,284237.0
dhtxpnrf,235348.0,284240.0
dhtxpnrj,105923.0,113615.0
dhtxpnrm,111964.0,108205.0
dhtxpnrq,130393.0,129846.0
dhtxpnrt,73365.0,108205.0
dhtxpnrv,196948.0,108205.0
dhtxpnrx,98538.0,162310.0
dhtxpnrz,58939.0,108205.0
dhtxpns1,242897.0,140667.0
dhtxpns3,268117.0,108205.5
dhtxpns5,275964.0,140667.0
dhtxpns9,307199.0,113615.0
dhtxpnse,311191.0,159063.0
dhtxpnsh,300763.0,129846.0
dhtxpnsk,255066.0,119026.0
dhtxpnsn,138123.0,0.0
dhtxpnsp,284508.0,108205.0
dhtxpnsq,318671.0,151494.0
dhtxpnsv,132915.0,0.0
dhtxpnsy,0.0,0.0
dhtxpnt4,124214.25,0.0
dhtxpnt6,116746.0,0.0
dhtxpntd,200724.5,0.0
dhtxpnte,0.0,0.0
dhtxpntj,132915.0,0.0
dhtxpnts,198261.25,0.0
dhtxpntw,150966.0,0.0
dhtxpnu0,310685.0,108205.0
dhtxpnu1,229844.0,108206.0
dhtxpnu6,250354.0,108205.0
dhtxpnu7,275456.0,108205.0
dhtxpnu8,116746.0,0.0
dhtxpnuc,127943.14285714286,0.0
dhtxpnuh,213613.0,108205.0
dhtxpnuj,268356.0,108205.0
dhtxpnup,123019.18181818182,0.0
dhtxpnuq,143931.0,108205.0
dhtxpnus,117957.22222222222,0.0
dhtxpnux,129078.83333333333,0.0
dhtxpnuy,337458.0,284242.0
dhtxpnv2,217905.0,243600.0
dhtxpnv6,261278.0,284240.0
dhtxpnvh,167455.46153846153,0.0
dhtxpnvu,0.0,241603.5
dhtxpnvv,0.0,227392.0
dhtxpnvw,0.0,483208.0
dhtxpnvz,0.0,220285.5
dhtxpnw3,243177.0,284240.0
dhtxpnw7,260551.0,284240.0
dhtxpnw8,197761.0,284240.0
dhtxpnwb,184549.0,108205.0
dhtxpnwc,71045.0,108205.0
dhtxpnwg,199316.0,108205.0
dhtxpnwk,0.0,284240.0
dhtxpnwm,199633.0,284240.0
dhtxpnwq,500573.0,284240.0
dhtxpnwr,9682.0,198967.0
dhtxpnwu,77734.0,108205.0
dhtxpnwv,208332.0,108205.0
dhtxpnww,85110.0,108205.0
dhtxpnx0,121690.0,108205.0
dhtxpnx1,117671.0,108205.0
dhtxpnx4,233663.0,108205.0
dhtxpnxd,178367.0,153586.0
dhtxpnxe,190254.0,284240.0
dhtxpnxf,0.0,198967.0
dhtxpnxh,142505.0,108205.0
dhtxpnxj,62065.0,108205.0
dhtxpnxn,134420.0,108205.0
dhtxpnxp,154168.0,108205.0
dhtxpnxq,249026.0,284240.0
dhtxpnxr,197640.0,369512.0
dhtxpnxt,129341.0,284240.0
dhtxpnxu,238559.0,284240.0
dhtxpnxy,185376.0,284240.0
dhtxpnxz,215854.0,284240.0
dhtxpny0,11140.0,198967.0
dhtxpny1,524268.0,306980.0
dhtxpny4,128534.0,306979.0
dhtxpny7,125829.0,140667.0
dhtxpny8,0.0,108205.0
dhtxpny9,152858.0,108205.0
dhtxpnyb,161520.0,108205.0
dhtxpnyd,230448.0,108205.0
dhtxpnyf,221588.0,108205.0
dhtxpnyg,116947.0,108205.0
dhtxpnym,107023.0,135256.0
dhtxpnys,144824.0,108205.0
dhtxpnyt,96763.0,119026.0
dhtxpnz3,125544.0,284240.0
dhtxpnz6,133696.0,284240.0
dhtxpnzb,114975.0,284240.0
dhtxpnze,341283.0,284240.0
dhtxpnzf,162141.0,284240.0
