geohash,Building Value ($),Land Value ($)
dhtxphb9,34643.0,284240.0
dhtxphbe,151710.0,284240.0
dhtxphbg,184643.0,284240.0
dhtxphbh,153084.0,284240.0
dhtxphbk,173773.0,284240.0
dhtxphbm,89251.0,284240.0
dhtxphbp,194513.0,284240.0
dhtxphbq,120544.0,284240.0
dhtxphbv,150997.0,284240.0
dhtxphby,121303.0,284240.0
dhtxphbz,165570.0,284240.0
dhtxphc1,157864.0,326875.0
dhtxphc2,89282.0,108205.0
dhtxphc4,55613.0,284240.0
dhtxphc6,90361.0,108205.0
dhtxphc7,146315.0,108205.0
dhtxphc8,176160.0,108205.0
dhtxphcc,188703.0,108205.0
dhtxphcd,137787.0,108205.0
dhtxphce,86643.0,108205.0
dhtxphck,67300.0,108205.0
dhtxphcm,51018.0,108205.0
dhtxphcr,155344.0,108205.0
dhtxphct,91317.0,108205.0
dhtxphcw,139625.0,108205.0
dhtxphcx,411649.0,108205.0
dhtxphcz,101794.0,108205.0
dhtxphd0,95786.0,108205.0
dhtxphd1,129278.0,108205.0
dhtxphd5,222890.0,154733.0
dhtxphd8,90237.0,108205.0
dhtxphd9,112844.0,108205.0
dhtxphdb,117500.0,108205.0
dhtxphdc,165081.0,108205.0
dhtxphdd,91580.0,108205.0
dhtxphdf,104855.0,108205.0
dhtxphdj,132028.0,108205.0
dhtxphdq,175400.0,108205.0
dhtxphds,112122.0,140667.0
dhtxphdu,30478.0,154733.0
dhtxphdw,157751.0,108205.0
dhtxphdy,289636.0,108205.0
dhtxphe0,149887.0,108205.0
dhtxphe1,70083.0,108205.0
dhtxphe2,167191.0,108205.0
dhtxphe3,251866.0,108205.0
dhtxphe4,77817.0,108205.0
dhtxphe6,150968.0,108205.0
dhtxpheb,75697.0,108205.0
dhtxphec,113565.0,108205.0
dhtxphef,74868.0,108205.0
dhtxpheh,60973.0,108205.0
dhtxphej,61019.0,140667.0
dhtxphek,193082.0,108205.0
dhtxphep,86059.0,108205.0
dhtxpheq,63338.0,154733.0
dhtxpher,181964.0,108205.0
dhtxpheu,99891.0,108205.0
dhtxphev,73518.0,108205.0
dhtxphez,53735.0,140667.0
dhtxphf1,173451.0,108205.0
dhtxphf5,79183.0,108205.0
dhtxphf6,199599.5,108205.0
dhtxphf7,6691.0,108205.0
dhtxphfg,100024.0,143913.0
dhtxphfh,125249.0,108205.0
dhtxphfj,175001.0,108205.0
dhtxphfm,128302.0,108205.0
dhtxphfp,78692.0,108205.0
dhtxphfq,100382.0,108205.0
dhtxphft,81769.0,284240.0
dhtxphfu,151679.0,284240.0
dhtxphfx,126343.0,284240.0
dhtxphg2,184131.0,108205.0
dhtxphg5,190985.0,284240.0
dhtxphgb,163617.0,108205.0
dhtxphgc,114415.0,108205.0
dhtxphgj,123170.0,284240.0
dhtxphgk,165241.0,143913.0
dhtxphgn,36938.0,284240.0
dhtxphgs,134442.0,108205.0
dhtxphgv,212397.0,108205.0
dhtxphgw,157903.0,119026.0
dhtxphgx,109038.0,108205.0
dhtxphgz,163244.0,119026.0
dhtxphh3,585831.0,470812.0
dhtxphhm,182597.0,0.0
dhtxphhu,174473.66666666666,0.0
dhtxphhv,0.0,0.0
dhtxphj1,826084.0,133750.0
dhtxphj3,990608.0,266300.0
dhtxphjb,625094.0,330000.0
dhtxphjm,800324.0,250000.0
dhtxphjt,166552.0,203127.0
dhtxphjv,0.0,0.0
dhtxphk1,155280.88888888888,0.0
dhtxphk2,209021.5,0.0
dhtxphk3,0.0,0.0
dhtxphk9,184234.44444444444,0.0
dhtxphkc,728288.0,87681.0
dhtxphke,136093.0,108205.0
dhtxphkg,134818.0,108205.0
dhtxphkh,47100.0,140667.0
dhtxphkj,132202.0,108205.0
dhtxphkp,176299.0,108205.0
dhtxphkt,107955.0,108205.0
dhtxphkv,258818.0,108205.0
dhtxphkw,92394.0,108205.0
dhtxphkx,137459.0,108205.0
dhtxphky,107350.0,108205.0
dhtxphkz,68300.0,108205.0
dhtxphm1,718327.0,87681.0
dhtxphm2,195063.42857142858,0.0
dhtxphm3,0.0,0.0
dhtxphmh,185947.0,140667.0
dhtxphmj,0.0,108205.0
dhtxphmk,198084.0,140667.0
dhtxphmm,155203.0,108205.0
dhtxphmp,172922.0,108205.0
dhtxphmr,67143.0,108205.0
dhtxphmu,115339.0,108205.0
dhtxphn1,364859.0,68750.0
dhtxphn3,0.0,62500.0
dhtxphn9,175449.66666666666,52083.333333333336
dhtxphnc,762356.0,125000.0
dhtxphnj,173370.5,0.0
dhtxphnm,339792.0,389760.0
dhtxphnt,317777.0,341040.0
dhtxphnv,214952.0,341040.0
dhtxphp1,220010.0,62500.0
dhtxphp2,114136.2,0.0
dhtxphp3,698529.0,93750.0
dhtxphp9,441658.0,125000.0
dhtxphpc,325880.0,125000.0
dhtxphpj,232377.92857142858,0.0
dhtxphpm,0.0,0.0
dhtxphpv,150108.3076923077,0.0
dhtxphq0,204857.14285714287,0.0
dhtxphq1,0.0,0.0
dhtxphq9,166854.61538461538,0.0
dhtxphqc,543947.0,175361.0
dhtxphqh,198612.0,108205.0
dhtxphqk,34256.0,108205.0
dhtxphqs,117684.0,108205.0
dhtxphqu,64841.0,108205.0
dhtxphr0,194971.0,0.0
dhtxphr2,197989.0,0.0
dhtxphr3,0.0,0.0
dhtxphr8,194971.0,0.0
dhtxphrc,195042.0,175361.0
dhtxphrh,211471.5,108205.0
dhtxphrk,117196.0,108205.0
dhtxphrs,65678.5,108205.0
dhtxphs0,57995.0,108205.0
dhtxphs1,182623.0,108205.0
dhtxphs4,242656.0,108205.0
dhtxphs9,114434.0,108205.0
dhtxphsc,106907.0,108205.0
dhtxphsd,109457.0,108205.0
dhtxphse,104410.0,108205.0
dhtxphsf,152977.0,108205.0
dhtxphsg,176492.0,108205.0
dhtxphsh,65522.0,108205.0
dhtxphsj,130777.0,108205.0
dhtxphsp,135171.0,159061.0
dhtxphss,128090.0,108205.0
dhtxphsu,161777.0,108205.0
dhtxphsw,127572.0,108205.0
dhtxphsx,122554.0,108205.0
dhtxphsy,93204.0,108205.0
dhtxphsz,212090.0,108205.0
dhtxpht0,213903.0,108205.0
dhtxpht1,168519.0,108205.0
dhtxpht2,140734.0,108205.0
dhtxpht3,133285.0,108205.0
dhtxpht4,62043.0,108205.0
dhtxpht6,61814.0,108205.0
dhtxphth,71671.0,108205.0
dhtxphtj,0.0,108205.0
dhtxphtk,193744.0,108205.0
dhtxphtm,126127.0,108205.0
dhtxphtn,200413.0,108205.0
dhtxphtq,139753.0,108205.0
dhtxphu1,162918.0,108205.0
dhtxphu6,153452.0,113615.0
dhtxphu8,196543.0,108205.0
dhtxphuc,116972.0,154733.0
dhtxphud,136852.0,108205.0
dhtxphug,219607.0,113615.0
dhtxphuj,171584.0,140667.0
dhtxphuq,162707.0,113615.0
dhtxphuw,182638.0,108205.0
dhtxphux,71180.0,108205.0
dhtxphv0,166405.0,108205.0
dhtxphv1,64766.0,108205.0
dhtxphv2,198332.0,108205.0
dhtxphv3,187204.0,108205.0
dhtxphv4,259947.0,113615.0
dhtxphv6,81216.0,108205.0
dhtxphvc,100289.0,108205.0
dhtxphve,125512.0,108205.0
dhtxphvg,68395.0,108205.0
dhtxphvh,86834.0,108205.0
dhtxphvk,198332.0,108205.0
dhtxphvm,123278.0,140667.0
dhtxphvv,208419.0,108205.0
dhtxphvz,75285.0,108205.0
dhtxphwf,19255740.0,5496400.0
dhtxphy1,144589.0,108205.0
dhtxphy3,69127.5,108205.0
dhtxphy5,158504.0,108205.0
dhtxphy7,155414.5,108205.0
dhtxphy9,132730.0,108205.0
dhtxphyc,256544.0,140667.0
dhtxphye,76116.0,108205.0
dhtxphyg,135573.0,108205.0
dhtxphyj,208395.0,108205.0
dhtxphym,156129.0,108205.0
dhtxphyp,176949.0,119026.0
dhtxphyr,130259.0,148241.0
dhtxphyt,145026.0,108205.0
dhtxphyv,132397.0,108205.0
dhtxphyx,55668.0,108205.0
dhtxphyz,90364.0,108205.0
dhtxphz1,94145.0,108205.0
dhtxphz3,82421.0,108205.0
dhtxphz5,183076.5,108205.0
dhtxphz7,221930.0,108205.0
dhtxphz9,195648.0,124436.0
dhtxphze,0.0,108205.0
dhtxphzj,150578.5,108205.0
dhtxphzm,52432.0,108205.0
dhtxphzp,100626.5,108205.0
dhtxphzr,92026.0,108205.0
dhtxphzt,136408.5,108205.0
dhtxphzx,90407.5,108205.0
dhtxpj02,180471.0,284240.0
dhtxpj03,112048.0,284240.0
dhtxpj04,83299.0,284240.0
dhtxpj0b,175209.0,284240.0
dhtxpj0e,244722.0,284240.0
dhtxpj0f,198782.0,284240.0
dhtxpj0h,86519.0,369512.0
dhtxpj0s,116197.0,349615.0
dhtxpj0x,246937.5,395093.5
dhtxpj0z,173604.0,284240.0
dhtxpj10,201496.0,124436.0
dhtxpj13,118427.0,124436.0
dhtxpj15,101896.0,113615.0
dhtxpj17,69519.0,108205.0
dhtxpj1b,22923.0,108205.0
dhtxpj1c,144239.0,124436.0
dhtxpj1h,231606.0,113615.0
dhtxpj1j,199518.0,108205.0
dhtxpj1m,209785.0,140667.0
dhtxpj1s,137933.0,108205.0
dhtxpj1u,25256.0,108205.0
dhtxpj1w,205696.0,108205.0
dhtxpj1y,117775.0,108205.0
dhtxpj2h,283211.0,284240.0
dhtxpj2k,507456.0,369512.0
dhtxpj2n,178131.0,113615.0
dhtxpj2r,100029.0,113615.0
dhtxpj2s,375496.0,284240.0
dhtxpj2v,121388.5,402199.5
dhtxpj30,132496.5,284240.0
dhtxpj32,166296.0,284240.0
dhtxpj39,162487.0,284240.0
dhtxpj3c,145227.5,284240.0
dhtxpj3q,212872.0,402199.5
dhtxpj3w,126248.0,284240.0
dhtxpj3z,221631.0,284240.0
dhtxpj40,52432.0,108205.0
dhtxpj44,175064.0,124436.0
dhtxpj48,119350.0,284240.0
dhtxpj49,135093.0,306979.0
dhtxpj4d,76738.0,284240.0
dhtxpj4h,120981.0,143913.0
dhtxpj4k,113842.0,284240.0
dhtxpj4m,119850.0,284240.0
dhtxpj4n,29105.0,113615.0
dhtxpj4q,44293.0,284240.0
dhtxpj4r,103150.0,349615.0
dhtxpj4u,117417.0,369512.0
dhtxpj4v,147234.0,284240.0
dhtxpj4y,297538.0,284240.0
dhtxpj50,174574.0,284240.0
dhtxpj51,132376.0,284240.0
dhtxpj54,148181.0,284240.0
dhtxpj56,100444.0,108205.0
dhtxpj57,112711.0,108205.0
dhtxpj58,118019.0,108205.0
dhtxpj5b,97474.0,108205.0
dhtxpj5c,163085.0,108205.0
dhtxpj5e,126880.0,108205.0
dhtxpj5f,158125.0,108205.0
dhtxpj5k,80729.0,108205.0
dhtxpj5p,34146.0,108205.0
dhtxpj5r,243917.0,108205.0
dhtxpj5t,68811.0,108205.0
dhtxpj5x,91727.0,108205.0
dhtxpj64,223368.0,284240.0
dhtxpj66,77186.0,505947.0
dhtxpj6b,105445.0,369512.0
dhtxpj6d,16728.0,520159.0
dhtxpj6g,142602.0,284240.0
dhtxpj6p,363493.5,284240.0
dhtxpj70,177203.0,108205.0
dhtxpj73,114464.0,108205.0
dhtxpj75,66370.0,284240.0
dhtxpj79,108819.0,108205.0
dhtxpj7b,100684.5,108205.0
dhtxpj7d,44349.0,108205.0
dhtxpj7f,130814.0,108205.0
dhtxpj7h,190621.0,284240.0
dhtxpj7k,175840.0,284240.0
dhtxpj7s,178537.0,284240.0
dhtxpj7t,201745.0,284240.0
dhtxpj7y,132940.0,349615.0
dhtxpj80,181543.0,108205.0
dhtxpj81,110719.0,108205.0
dhtxpj82,178222.0,108205.0
dhtxpj84,71375.0,108205.0
dhtxpj86,91068.0,108205.0
dhtxpj87,128832.0,108205.0
dhtxpj8b,147472.0,306979.0
dhtxpj8c,289088.0,284240.0
dhtxpj8d,132071.0,284240.0
dhtxpj8j,198206.0,108205.0
dhtxpj8k,299090.0,108205.0
dhtxpj8p,118544.0,108205.0
dhtxpj8s,221186.0,284240.0
dhtxpj8t,51549.0,284240.0
dhtxpj8w,159360.0,284240.0
dhtxpj8x,292677.0,284240.0
dhtxpj93,136533.0,306979.0
dhtxpj94,426047.0,284240.0
dhtxpj95,162498.0,284240.0
dhtxpj99,109824.0,113615.0
dhtxpj9e,156828.0,108205.0
dhtxpj9f,195749.0,113615.0
dhtxpj9g,163482.0,108205.0
dhtxpj9h,152408.0,284240.0
dhtxpj9n,194911.0,284240.0
dhtxpj9p,168427.0,284240.0
dhtxpj9r,81551.0,140667.0
dhtxpj9s,191577.0,108205.0
dhtxpj9t,38633.0,108205.0
dhtxpj9u,40313.0,108205.0
dhtxpj9x,122940.0,108205.0
dhtxpj9y,82569.0,108205.0
dhtxpjb0,87655.0,108205.0
dhtxpjb3,163504.0,140667.0
dhtxpjb9,295574.0,284240.0
dhtxpjbb,135573.0,284240.0
dhtxpjbf,202375.0,140667.0
dhtxpjbh,229670.0,108205.0
dhtxpjbk,104373.0,108205.0
dhtxpjbm,267485.0,108205.0
dhtxpjbn,127261.0,108205.0
dhtxpjbq,210000.0,108205.0
dhtxpjbt,108219.0,108205.0
dhtxpjbv,163454.0,108205.0
dhtxpjbx,170111.0,108205.0
dhtxpjby,271036.0,108205.0
dhtxpjbz,183821.5,108205.0
dhtxpjc3,94003.0,140667.0
dhtxpjc6,94654.0,108205.0
dhtxpjc7,68396.0,108205.0
dhtxpjc8,97786.0,108205.0
dhtxpjc9,126372.0,108205.0
dhtxpjce,164707.0,108205.0
dhtxpjcn,73457.0,113615.0
dhtxpjcq,199703.0,151487.0
dhtxpjcu,250409.0,140667.0
dhtxpjcz,143415.0,108205.0
dhtxpjd2,158766.0,559953.0
dhtxpjd7,273176.0,306979.0
dhtxpjdc,139404.5,402199.5
dhtxpjde,0.0,306979.0
dhtxpjdj,31811.0,284240.0
dhtxpjdk,185528.0,349615.0
dhtxpjdn,117174.0,284240.0
dhtxpjdt,121873.0,284240.0
dhtxpjdw,122845.0,284240.0
dhtxpjdx,84856.0,284240.0
dhtxpje1,150071.0,284240.0
dhtxpje6,437692.5,284240.0
dhtxpjee,152728.0,284240.0
dhtxpjeg,168930.0,369512.0
dhtxpjeh,207649.0,162308.0
dhtxpjem,214016.0,108205.0
dhtxpjen,97521.0,143913.0
dhtxpjer,112487.0,108205.0
dhtxpjeu,99904.0,284240.0
dhtxpjew,89112.0,108205.0
dhtxpjex,140963.0,108205.0
dhtxpjez,68127.0,108205.0
dhtxpjf0,153641.0,284240.0
dhtxpjf1,253378.0,284240.0
dhtxpjf4,161771.0,284240.0
dhtxpjf6,79985.0,284240.0
dhtxpjf7,109666.0,284240.0
dhtxpjf8,215898.0,284240.0
dhtxpjfc,96189.0,124436.0
dhtxpjff,119589.0,113615.0
dhtxpjfh,198979.0,284240.0
dhtxpjfk,182303.0,140667.0
dhtxpjft,66965.0,113615.0
dhtxpjfu,472119.0,140667.0
dhtxpjfy,161571.0,108205.0
dhtxpjg2,124315.0,108205.0
dhtxpjg6,74481.0,151487.0
dhtxpjg8,133537.0,108205.0
dhtxpjg9,76237.0,108205.0
dhtxpjgf,67670.0,108205.0
dhtxpjgg,72943.0,108205.0
dhtxpjgh,118965.0,108205.0
dhtxpjgj,117777.0,108205.0
dhtxpjgq,289776.0,140667.0
dhtxpjgs,66858.0,129846.0
dhtxpjgt,150233.0,108205.0
dhtxpjgv,19474.0,159061.0
dhtxpjgx,114998.0,108205.0
dhtxpjh2,146740.0,135256.0
dhtxpjh3,31825.0,129846.0
dhtxpjh4,133246.0,124436.0
dhtxpjh5,148075.0,113615.0
dhtxpjh9,168687.0,140667.0
dhtxpjhb,187994.0,124436.0
dhtxpjhd,145572.0,129846.0
dhtxpjhe,97473.0,124436.0
dhtxpjhh,172394.0,108205.0
dhtxpjhk,174623.0,113615.0
dhtxpjhm,209832.0,108205.0
dhtxpjhn,174551.0,113615.0
dhtxpjhq,88986.0,108205.0
dhtxpjhu,165746.0,284240.0
dhtxpjhx,29525.0,284240.0
dhtxpjhy,29723.0,284240.0
dhtxpjj1,230182.0,198967.0
dhtxpjj4,155822.0,284240.0
dhtxpjj5,212839.0,284240.0
dhtxpjj6,95344.0,284240.0
dhtxpjje,155781.0,198967.0
dhtxpjjm,119178.0,369512.0
dhtxpjjr,65880.0,284240.0
dhtxpjjs,179166.0,284240.0
dhtxpjju,182264.0,124436.0
dhtxpjjy,155776.0,140667.0
dhtxpjjz,104243.0,129846.0
dhtxpjk1,110735.0,119026.0
dhtxpjk5,70622.0,108205.0
dhtxpjk6,124353.0,284240.0
dhtxpjk7,336228.0,426360.0
dhtxpjk8,36391.0,284240.0
dhtxpjk9,145496.0,284240.0
dhtxpjkg,158825.0,284240.0
dhtxpjkn,283223.0,531529.0
dhtxpjku,156632.0,284240.0
dhtxpjkw,77915.0,369512.0
dhtxpjm0,155765.0,284240.0
dhtxpjm1,188642.0,284240.0
dhtxpjm4,91698.0,284240.0
dhtxpjm6,127382.0,108205.0
dhtxpjm7,186748.0,108205.0
dhtxpjm8,190192.0,119026.0
dhtxpjm9,53748.0,113615.0
dhtxpjmg,204521.0,113615.0
dhtxpjmj,155526.0,124436.0
dhtxpjmp,150155.0,108205.0
dhtxpjmq,74696.0,108205.0
dhtxpjmr,157433.0,108205.0
dhtxpjms,359463.0,108205.0
dhtxpjmt,188038.0,113615.0
dhtxpjmz,156045.0,108205.0
dhtxpjn0,92619.0,129846.0
dhtxpjn3,264945.0,119026.0
dhtxpjne,32691.5,108205.0
dhtxpjnf,12719.0,140667.0
dhtxpjnj,120989.0,108205.0
dhtxpjnq,232151.0,108205.0
dhtxpjnr,203937.0,119026.0
dhtxpjnv,240618.0,140667.0
dhtxpjp4,153322.0,108205.0
dhtxpjp6,156602.0,108205.0
dhtxpjpd,0.0,108205.0
dhtxpjpf,160740.0,108205.0
dhtxpjph,5548.0,162308.0
dhtxpjpk,141534.0,108205.0
dhtxpjpn,100456.0,108205.0
dhtxpjpr,168419.0,108205.0
dhtxpjps,225603.0,108205.0
dhtxpjpu,59016.0,108205.0
dhtxpjpx,86005.0,151487.0
dhtxpjpz,49596.0,108205.0
dhtxpjq0,43829.0,135256.0
dhtxpjq1,250225.0,175292.0
dhtxpjq7,83896.0,113615.0
dhtxpjq8,166803.0,113615.0
dhtxpjqc,35393.0,108205.0
dhtxpjqd,133839.0,124436.0
dhtxpjqg,101722.0,148241.0
dhtxpjqj,135605.0,108205.0
dhtxpjqk,104876.0,108205.0
dhtxpjqn,181757.0,108205.0
dhtxpjqp,108380.0,108205.0
dhtxpjqq,106524.0,108205.0
dhtxpjqt,165002.5,110910.0
dhtxpjqu,130130.0,124436.0
dhtxpjqz,148407.0,119026.0
dhtxpjr2,48899.0,108205.0
dhtxpjr9,45864.0,108205.0
dhtxpjrc,48068.0,162308.0
dhtxpjrd,68158.0,108205.0
dhtxpjrm,226833.0,135256.0
dhtxpjrn,120818.0,127141.0
dhtxpjrr,260205.0,180702.0
dhtxpjru,179478.0,113615.0
dhtxpjrv,186273.0,108205.0
dhtxpjs8,131824.0,520159.0
dhtxpjs9,158549.0,284240.0
dhtxpjsf,125742.0,284240.0
dhtxpjsj,59531.0,284240.0
dhtxpjsq,125902.0,284240.0
dhtxpjsx,98103.0,284240.0
dhtxpjt0,193666.0,108205.0
dhtxpjt3,158517.0,108205.0
dhtxpjt5,138841.0,284240.0
dhtxpjt6,223791.0,108205.0
dhtxpjt8,88193.0,108205.0
dhtxpjt9,180150.0,108205.0
dhtxpjte,120973.0,108205.0
dhtxpjtf,124076.0,108205.0
dhtxpjtg,111277.0,108205.0
dhtxpjth,210634.0,284240.0
dhtxpjtm,204750.0,284240.0
dhtxpjtq,159715.0,284240.0
dhtxpjtu,6808.0,108205.0
dhtxpjtx,79716.0,449099.0
dhtxpjty,42729.0,140667.0
dhtxpju0,112406.0,108205.0
dhtxpju1,187751.0,108205.0
dhtxpju6,101658.0,154733.0
dhtxpju8,61905.0,284240.0
dhtxpjuc,280552.0,284240.0
dhtxpjuf,173142.0,284240.0
dhtxpjug,221000.0,517317.0
dhtxpjuh,293431.0,143913.0
dhtxpjup,275728.0,284240.0
dhtxpjuq,237148.0,284240.0
dhtxpjut,175079.0,369512.0
dhtxpjuz,66961.0,326875.0
dhtxpjv9,139986.0,284240.0
dhtxpjvf,123863.0,520159.0
dhtxpjvm,233870.75,0.0
dhtxpjvn,233891.0,0.0
dhtxpjvq,156305.33333333334,0.0
dhtxpjvr,233864.0,0.0
dhtxpjw0,80426.0,108205.0
dhtxpjw6,89688.0,143913.0
dhtxpjw8,85790.0,108205.0
dhtxpjw9,139717.0,108205.0
dhtxpjwe,97860.0,108205.0
dhtxpjwf,106722.0,143913.0
dhtxpjwh,111449.0,108205.0
dhtxpjwj,90220.0,113615.0
dhtxpjwr,141448.0,284240.0
dhtxpjws,142862.0,108205.0
dhtxpjwv,43881.0,284240.0
dhtxpjww,180652.0,284240.0
dhtxpjwx,189278.0,284240.0
dhtxpjwy,128746.0,284240.0
dhtxpjx0,41275.0,124436.0
dhtxpjx1,40696.0,113615.0
dhtxpjxd,212307.0,113615.0
dhtxpjxe,246549.0,306979.0
dhtxpjxg,263859.0,227392.0
dhtxpjxh,325451.0,284240.0
dhtxpjxk,99397.0,369512.0
dhtxpjxr,199289.0,284240.0
dhtxpjxu,228043.0,227392.0
dhtxpjxv,56912.0,113615.0
dhtxpjxw,111745.0,284240.0
dhtxpjxy,125430.0,284240.0
dhtxpjy0,183977.0,369512.0
dhtxpjy7,117148.0,369512.0
dhtxpjyc,92569.0,284240.0
dhtxpjye,178388.0,284240.0
dhtxpjyf,73215.0,284240.0
dhtxpjyn,197571.29411764705,0.0
dhtxpjyv,0.0,129846.0
dhtxpjyw,0.0,108205.0
dhtxpjyx,479104.0,83520.0
dhtxpjyz,479091.0,83520.0
dhtxpjz0,161982.83333333334,0.0
dhtxpjz1,0.0,0.0
dhtxpjz2,10.0,284240.0
dhtxpjzd,0.0,1238952.0
dhtxpk01,458050.0,62500.0
dhtxpk03,1319997.0,287500.0
dhtxpk0b,178764.5,62555.0
dhtxpk0c,0.0,62290.0
dhtxpk0f,0.0,71250.0
dhtxpk0j,196292.14285714287,0.0
dhtxpk0m,176483.77777777778,0.0
dhtxpk0u,18240.0,0.0
dhtxpk0v,46740.0,0.0
dhtxpk11,0.0,102500.0
dhtxpk13,417344.0,93750.0
dhtxpk19,582577.5,78125.0
dhtxpk1c,813317.0,125000.0
dhtxpk1h,44313.42857142857,0.0
dhtxpk1j,1133439.0,1038530.0
dhtxpk21,339020.0,175361.0
dhtxpk28,191857.72222222222,0.0
dhtxpk29,0.0,0.0
dhtxpk2h,179132.0,108205.0
dhtxpk2j,82840.0,108205.0
dhtxpk2k,180134.0,108205.0
dhtxpk2m,136887.0,108205.0
dhtxpk2n,136862.0,108205.0
dhtxpk2p,125455.0,108205.0
dhtxpk2q,153738.0,108205.0
dhtxpk2r,82629.0,108205.0
dhtxpk2u,143205.0,108205.0
dhtxpk2v,144124.0,108205.0
dhtxpk2y,146275.0,108205.0
dhtxpk2z,54026.0,108205.0
dhtxpk33,1229030.0,638840.0
dhtxpk3c,396038.0,477250.0
dhtxpk3h,0.0,216790.0
dhtxpk3n,560711.0,133000.0
dhtxpk3s,56584.0,135040.0
dhtxpk3y,323856.0,1252575.0
dhtxpk41,678790.0,199290.0
dhtxpk48,679000.0,492855.0
dhtxpk4j,0.0,261250.0
dhtxpk4m,324823.0,130680.0
dhtxpk4v,247863.4705882353,0.0
dhtxpk5b,1741540.0,2563070.0
dhtxpk5m,0.0,809550.0
dhtxpk5t,311756.8,0.0
dhtxpk5v,389696.0,0.0
dhtxpk69,509164.0,243550.0
dhtxpk6c,173941.0,339958.0
dhtxpk6s,292379.0,99000.0
dhtxpk6t,527602.0,99000.0
dhtxpk6u,954399.0,334980.0
dhtxpk6w,509110.0,99000.0
dhtxpk71,72006.0,339958.0
dhtxpk73,37789.0,441945.0
dhtxpk78,189906.2,0.0
dhtxpk79,0.0,0.0
dhtxpk7c,195101.0,339958.0
dhtxpk7e,315278.0,0.0
dhtxpk7j,0.0,66000.0
dhtxpk7n,0.0,66000.0
dhtxpk7p,1353266.0,263100.0
dhtxpk7s,0.0,0.0
dhtxpk7v,161945.0,128393.0
dhtxpk7w,844561.0,165000.0
dhtxpk7y,234940.0,128393.0
dhtxpk81,133350.0,108205.0
dhtxpk83,137917.0,108205.0
dhtxpk84,174139.0,108205.0
dhtxpk85,235976.0,108205.0
dhtxpk86,98971.0,108205.0
dhtxpk87,86814.0,108205.0
dhtxpk8c,165455.0,108205.0
dhtxpk8f,134651.0,108205.0
dhtxpk8g,124535.0,108205.0
dhtxpk8j,129434.0,140667.0
dhtxpk8k,25081.0,108205.0
dhtxpk8n,62053.0,108205.0
dhtxpk8q,50104.0,108205.0
dhtxpk8r,86882.0,108205.0
dhtxpk8u,135398.0,108205.0
dhtxpk8y,123433.0,108205.0
dhtxpk8z,48769.0,108205.0
dhtxpk90,0.0,159600.0
dhtxpk98,0.0,132000.0
dhtxpk99,0.0,132000.0
dhtxpk9b,1551389.0,198000.0
dhtxpk9e,0.0,132000.0
dhtxpk9f,815296.0,297000.0
dhtxpk9h,0.0,638400.0
dhtxpk9s,0.0,264000.0
dhtxpk9v,3835525.0,792000.0
dhtxpk9x,0.0,264000.0
dhtxpkb0,83203.0,108205.0
dhtxpkb1,0.0,108205.0
dhtxpkb2,79853.0,108205.0
dhtxpkb4,151417.0,108205.0
dhtxpkb6,164279.0,108205.0
dhtxpkb7,38286.0,108205.0
dhtxpkbb,123751.0,108205.0
dhtxpkbf,95679.0,108205.0
dhtxpkbg,65492.0,108205.0
dhtxpkbh,171111.0,108205.0
dhtxpkbj,146563.0,108205.0
dhtxpkbk,137196.0,108205.0
dhtxpkbm,163232.0,108205.0
dhtxpkbn,60915.0,108205.0
dhtxpkbp,103948.0,108205.0
dhtxpkbr,105948.0,140667.0
dhtxpkbu,113681.0,108205.0
dhtxpkby,165150.0,140667.0
dhtxpkbz,108098.0,108205.0
dhtxpkc1,0.0,106400.0
dhtxpkc4,0.0,106400.0
dhtxpkc9,370216.0,132000.0
dhtxpkcb,595442.0,198000.0
dhtxpkcc,236382.0,99000.0
dhtxpkce,894948.0,264000.0
dhtxpkcf,211875.0,99000.0
dhtxpkcg,188329.0,99315.0
dhtxpkch,279766.0,239400.0
dhtxpkcp,265133.0,190190.0
dhtxpkct,0.0,66000.0
dhtxpkcu,624587.0,297000.0
dhtxpkcw,0.0,132000.0
dhtxpkcx,453263.0,136950.0
dhtxpkcy,1927957.0,499950.0
dhtxpkd8,2493521.0,495000.0
dhtxpkdd,553382.0,198000.0
dhtxpkde,188596.0,198000.0
dhtxpkds,45790.0,118085.0
dhtxpkdw,775582.0,322988.0
dhtxpkdx,253651.0,99000.0
dhtxpke3,172107.33333333334,0.0
dhtxpke4,518349.0,264000.0
dhtxpke8,0.0,0.0
dhtxpkeb,250116.0,166910.0
dhtxpkee,0.0,132000.0
dhtxpkeg,0.0,256775.0
dhtxpkeh,0.0,66000.0
dhtxpkej,0.0,329310.0
dhtxpkes,597367.0,132000.0
dhtxpkew,621587.0,132000.0
dhtxpkex,940334.0,132000.0
dhtxpkey,377945.0,128393.0
dhtxpkf8,811051.0,198000.0
dhtxpkfd,856843.0,297000.0
dhtxpkfs,162528.0,198630.0
dhtxpkft,462918.0,297000.0
dhtxpkfx,1298992.0,303180.0
dhtxpkg0,590870.0,132000.0
dhtxpkg4,0.0,330513.0
dhtxpkg8,715816.0,132000.0
dhtxpkgb,204439.0,128393.0
dhtxpkgc,169808.0,128392.0
dhtxpkgf,101799.0,128393.0
dhtxpkgh,580261.0,132000.0
dhtxpkgj,603118.0,132000.0
dhtxpkgn,944827.0,132000.0
